id;nombre;nombre_tipo_articulo;id_familia;nombre_familia;id_marca;nombre_marca;moneda;nombre_moneda;tipo_igv;nombre_tipo_igv;nombre_unidad_medida;valor_compra_base;valor_venta_base;codigo_sunat;descripcion;especificacion_tecnica;stock_minimo;anio_garantia;stock_actual_empresa;formula;editar;eliminar
1;TARJETA VIDEO ASUS RX550-2GB 1183MHZ 2GDDR5 5120X2880 128BIT DP/DVI/HDMI PCIE 3.0;PRODUCTO;1;TARJETAS TODAS;1;ASUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;12.00;43210000;<p>estamos mejorando esta explicacion</p><ul><li>uno</li><li>dos<ul><li>tres<br>asdads</li></ul></li></ul>;asdasd;-100000;1;3.000;;;
2;CABLE PARALELO IMPRESORA 25PIES 7MTRS;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.00;43210000;;;-100000;1;0.000;;;
3;CABLE USB 2.0 6PIES 1.8MTRS USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
4;CABLE PODER NEGRO;PRODUCTO;3;CABLE;2;GENERICO;12;SOLES;14;GRAVADO;UNIDAD;5.00;4.00;43210000;;;-100000;1;2087.000;;;
5;ANTICIPO;SERVICIO;1;TARJETAS TODAS;1;ASUS;12;SOLES;14;GRAVADO;UNIDAD;0.00;0.00;43210000;;;-100000;0;-490.000;;;
6;CABLE USB PRINTER A-MALE PARA B-MALE 6FT;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.40;43210000;;;-100000;1;0.000;;;
8;CABLE UTP WIRETEK CAT 5E;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;METROS;11.80;0.20;43210000;;;-100000;1;0.000;;;
9;DISKETTE IMATION CJAX10 UNID 3.5' HD FORMAT;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.99;43210000;;;-100000;1;0.000;;;
11;CAMARA DIGITAL GENIUS DSC-1.3 M TFTI;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;119.99;43210000;;;-100000;1;0.000;;;
12;CAMARA DIGITAL GENIUS 08MB SMART300 V2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;47.00;43210000;;;-100000;1;0.000;;;
13;WEB CAM GENIUS LAPTOP V2 NEGRA SECUR;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;15.00;43210000;;;-100000;1;0.000;;;
14;WEB CAM LOGITECH EXPRESS QUICKCAM MOD.VUB2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;4;LOGITECH;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;35.00;43210000;;;-100000;1;0.000;;;
15;WEB CAM GENIUS EXPRESS V2 BLANCA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;15.00;43210000;;;-100000;1;0.000;;;
16;CAMARA DIGITAL GENIUS G-SHOT P611;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;135.00;43210000;;;-100000;1;0.000;;;
18;"MONITOR SAMSUNG 15"" NEGRO";PRODUCTO;2;PRODUCTOS NO UTILIZ.;5;SAMSUNG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;117.00;43210000;;;-100000;1;0.000;;;
19;WEB CAM DELUXE S865, USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;6;DELUXE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.00;43210000;;;-100000;1;0.000;;;
20;CASE S.POWER ATX (CAT-601B-G4) P4;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;33.00;43210000;;;-100000;1;0.000;;;
21;CASE S.POWER ATX (CAT-602B-G10) P4;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;33.00;43210000;;;-100000;1;0.000;;;
22;CASE S.POWER ATX (CAT-6042-P4)P4;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;0.000;;;
23;CASE S.POWER ATX (CAT-6092-CA) P4;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;0.000;;;
26;CASE NEW VISION ATX NV FF+6 350W P4;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;0.000;;;
27;CASE NEW VISION ATX NV TL-2 350W P4;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;0.000;;;
28;CONECTOR C/CAPUCHA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;0.20;43210000;;;-100000;1;0.000;;;
29;CASE DELUXE GM003W BLANCO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;6;DELUXE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;27.00;43210000;;;-100000;1;0.000;;;
32;CONECTOR RJ45 GENERICO MK;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;12;SOLES;14;GRAVADO;UNIDAD;11.80;0.40;43210000;;;-100000;1;0.000;;;
33;COOLER REPUESTO  EC-5020 EVERCOOL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;7;EVERCOOL;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.70;43210000;;;-100000;1;0.000;;;
34;COOLER PIII INTEL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.50;43210000;;;-100000;1;0.000;;;
35;COOLER ESTRACTOR DE SISTEMA PC-A3 EVERCOOL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;7;EVERCOOL;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.00;43210000;;;-100000;1;0.000;;;
37;COOLER VIDEO CS-4013;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.50;43210000;;;-100000;1;0.000;;;
38;COOLER DISCO DURO EVERCOOL SHDC-C 2FAN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;7;EVERCOOL;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.80;43210000;;;-100000;1;1.000;;;
39;COOLER DISCO DURO GENE 2FAN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.50;43210000;;;-100000;1;0.000;;;
41;COOLER PI PII CPU COOLER;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.00;43210000;;;-100000;1;0.000;;;
42;COPY HOLDER;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.00;43210000;;;-100000;1;0.000;;;
43;DATA SWITCH 2WAY MANUAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.99;43210000;;;-100000;1;0.000;;;
44;LECTOR DVD LG 16X DVD OEM NEGRO GDR-H30N IDE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;17.99;43210000;;;-100000;1;0.000;;;
45;FILTRO PANTALLA 15 BLANCO GEN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.70;43210000;;;-100000;1;0.000;;;
46;FILTRO PANTALLA 15 OMEGA BEIGE SIMPLE 652240;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.99;43210000;;;-100000;1;0.000;;;
48;FILTRO PANTALLA 17 BLANCO GEN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.80;43210000;;;-100000;1;0.000;;;
49;FILTRO PANTALLA 17 NEGRO GEN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.80;43210000;;;-100000;1;0.000;;;
50;FLOPPY ALPS BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.80;43210000;;;-100000;1;0.000;;;
51;FLOPPY MITSUMI NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.50;43210000;;;-100000;1;0.000;;;
52;FLOPPY NEC BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.80;43210000;;;-100000;1;0.000;;;
53;FLOPPY PANASONIC NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;9;PANASONIC;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.50;43210000;;;-100000;1;0.000;;;
54;FLOPPY SAMSUNG NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;5;SAMSUNG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;6.80;43210000;;;-100000;1;0.000;;;
56;FUENTE PODER 400W;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;11.00;43210000;;;-100000;1;0.000;;;
57;"FUNDA DE PC 17"" 4PZAS";PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.70;43210000;;;-100000;1;0.000;;;
58;GAMEPAD GENIUS G-08XU MAXFIRE USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;6.30;43210000;;;-100000;1;0.000;;;
59;COMBO GRAB LG CD 48X24X48 DVD 16X BLANCA OEM;PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;57.01;43210000;;;-100000;1;0.000;;;
60;GRAB. CD LG 52X32X52 OEM NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;26.00;43210000;;;-100000;1;0.000;;;
61;GRAB. CD LG 52X24X52 OEM BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;40.00;43210000;;;-100000;1;0.000;;;
64;SWITCH/HUB ENCORE 16 PORTS  10/100 N;PRODUCTO;2;PRODUCTOS NO UTILIZ.;10;ENCORE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;34.00;43210000;;;-100000;1;0.000;;;
65;SWITCH ENCORE 08 PORTS 10/100 ENH908-NWY;PRODUCTO;2;PRODUCTOS NO UTILIZ.;10;ENCORE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;13.00;43210000;;;-100000;1;0.000;;;
66;IMPRESORA HP DESKJET 3320 220V C/CABLE USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;45.01;43210000;;;-100000;1;0.000;;;
69;IMPRESORA HP DESKJET 3550 220V C/CABLE USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;54.00;43210000;;;-100000;1;0.000;;;
70;JOYSTICK GENIUS F-22X SERIAL K9597906;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;16.00;43210000;;;-100000;1;0.000;;;
71;KIT DE LIMPIEZA CREMA +SILICONA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.10;43210000;;;-100000;1;0.000;;;
72;LECTOR CD LG 52X OEM BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;17.99;43210000;;;-100000;1;0.000;;;
73;LECTOR CD LG 52X NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;16.00;43210000;;;-100000;1;0.000;;;
75;DATA SWITCH USB 1A TO 2B;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.00;43210000;;;-100000;1;0.000;;;
77;AUDIFONO MICROF GALAXI AP - 830;PRODUCTO;2;PRODUCTOS NO UTILIZ.;12;GALAXI;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.50;43210000;;;-100000;1;0.000;;;
78;AUDIFONO MICROF GALAXI AP - 860;PRODUCTO;2;PRODUCTOS NO UTILIZ.;12;GALAXI;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.71;43210000;;;-100000;1;0.000;;;
79;AUDIFONO MICROF GALAXI AP - 870;PRODUCTO;2;PRODUCTOS NO UTILIZ.;12;GALAXI;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.09;43210000;;;-100000;1;0.000;;;
81;MICROFONO PEDESTAL  NEGRO GEN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.20;43210000;;;-100000;1;0.000;;;
82;MICROFONO PEDESTAL OMEGA BLANCO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.20;43210000;;;-100000;1;0.000;;;
83;"MONITOR SAMSUMG 15"" BEIGE";PRODUCTO;2;PRODUCTOS NO UTILIZ.;5;SAMSUNG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;115.00;43210000;;;-100000;1;0.000;;;
84;MOUSE GENIUS SCROLL PS2 NEGRO/BLANCO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.40;43210000;;;-100000;1;0.000;;;
85;MOUSE GENIUS SCROLL PS2 BEIGE NORMAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.70;43210000;;;-100000;1;0.000;;;
86;MOUSE GENIUS SCROLL PS2 NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.20;43210000;;;-100000;1;0.000;;;
87;MOUSE 2D-07 TELEF. PS/2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.50;43210000;;;-100000;1;0.000;;;
89;MOUSE CYBERLINK SCROOL PS/2 NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.19;43210000;;;-100000;1;0.000;;;
90;MOUSE GENIUS 2 BOT SERIAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.19;43210000;;;-100000;1;0.000;;;
91;MOUSE GENIUS SCROLL SERIAL AT BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.50;43210000;;;-100000;1;0.000;;;
92;MOUSE GENIUS 2 BOT PS2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.19;43210000;;;-100000;1;0.000;;;
93;MOUSE GENIUS MINI SCROLL USB+PS2 S/3 NORMAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;13.00;43210000;;;-100000;1;0.000;;;
94;MOUSE GENIUS SCROLL USB NORMAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.20;43210000;;;-100000;1;0.000;;;
95;MOUSE OPTICO GENIUS SCROLL AZUL PS2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.99;43210000;;;-100000;1;0.000;;;
96;MOUSE OPTICO GENIUS SCROLL AZUL PS2+USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.99;43210000;;;-100000;1;0.000;;;
97;MOUSE OPTICO GENIUS SCROLL RUBY U+P;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;12.00;43210000;;;-100000;1;0.000;;;
98;MOUSE OPTICO GENIUS SCROLL PS2 BEIGE/AZULADO NORMA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.50;43210000;;;-100000;1;0.000;;;
99;MOUSE OPTICO GENIUS MINI PERLADO U+PS2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;13.99;43210000;;;-100000;1;0.000;;;
100;MOUSE OPTICO GENIUS METALICO U+P;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.99;43210000;;;-100000;1;0.000;;;
101;MOUSE LOGITECH 3 BOT C/LOGO PS2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;4;LOGITECH;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.50;43210000;;;-100000;1;0.000;;;
102;MOUSE LOGITECH *SCROOL PS2 NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;4;LOGITECH;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.99;43210000;;;-100000;1;0.000;;;
103;MOUSE OPTICO LOGITECH PS2 NEGRO SBF90;PRODUCTO;2;PRODUCTOS NO UTILIZ.;4;LOGITECH;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;6.19;43210000;;;-100000;1;0.000;;;
104;MOUSE LOGITECH *SCROOL PS2 BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;4;LOGITECH;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.50;43210000;;;-100000;1;0.000;;;
105;MOUSE OMEGA 3BOT PS2 SIMPLE 276322;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.81;43210000;;;-100000;1;0.000;;;
106;MOUSE OMEGA PS2 SCROOL BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2.30;43210000;;;-100000;1;0.000;;;
107;CASE DELUXE GM 003H;PRODUCTO;2;PRODUCTOS NO UTILIZ.;6;DELUXE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;27.00;43210000;;;-100000;1;0.000;;;
108;PAD MOUSE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;0.60;43210000;;;-100000;1;0.000;;;
111;PARL MINIWOFER 500W NEGRO BS-S802;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.99;43210000;;;-100000;1;0.000;;;
112;PARL 400W DELUXE AZUL JHT212;PRODUCTO;2;PRODUCTOS NO UTILIZ.;6;DELUXE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;6.50;43210000;;;-100000;1;0.000;;;
113;PARL 400W DELUXE NEGRO JHT212H;PRODUCTO;2;PRODUCTOS NO UTILIZ.;6;DELUXE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;6.50;43210000;;;-100000;1;0.000;;;
114;PARL 220W EQ SP-220W BEIGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.00;43210000;;;-100000;1;0.000;;;
115;PARL 185W NEGRO EPOWER C/AMP 185W 220V;PRODUCTO;2;PRODUCTOS NO UTILIZ.;14;EPOWER;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.50;43210000;;;-100000;1;0.000;;;
116;PARL MINIWOFER 800W BEIGE EPOWER;PRODUCTO;2;PRODUCTOS NO UTILIZ.;14;EPOWER;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;8.00;43210000;;;-100000;1;0.000;;;
117;PARL 1200W NEGRO SUBWOFER HALION;PRODUCTO;2;PRODUCTOS NO UTILIZ.;15;HALION;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;21.00;43210000;;;-100000;1;0.000;;;
119;PARL 1500W NEGRO OMEGA 68E982A;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;12;SOLES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
120;PARL OMEGA 2.1 BLACK 220V 683792-BK;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;23.00;43210000;;;-100000;1;0.000;;;
121;PARL OMEGA 4.1 MEGA SOUND SILVER 220V;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;34.00;43210000;;;-100000;1;0.000;;;
122;PARL OMEGA 5.1 HOME THEATHER 220V;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;58.00;43210000;;;-100000;1;0.000;;;
123;PARL 1300W NEGRO SP2-6030;PRODUCTO;2;PRODUCTOS NO UTILIZ.;16;COMEP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;8.00;43210000;;;-100000;1;0.000;;;
124;PARL 360W PLATA/NEGRO COMEP-6270;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.50;43210000;;;-100000;1;0.000;;;
125;PARL 560W GRIS PLATA COMEP SP-6565;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.00;43210000;;;-100000;1;0.000;;;
126;PARL 560W COMEP SP-6565 AZUL/PLATA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.00;43210000;;;-100000;1;0.000;;;
127;PARL 560W NEGRO COMEP SP-6565;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.00;43210000;;;-100000;1;0.000;;;
128;PARL 1300W NEGRO COMEP SP-8040 1300W;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.00;43210000;;;-100000;1;0.000;;;
129;PARL 1300W PLATA NEGRO COMEP SP-8040;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.00;43210000;;;-100000;1;0.000;;;
130;ANTIVIRUS PER 3PC;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;12.00;43210000;;;-100000;1;0.000;;;
131;ANTIVIRUS PER 1PC;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.99;43210000;;;-100000;1;0.000;;;
132;PLACA ASUS A7V400-NX S/V/L CHIPSET VIA K7;PRODUCTO;2;PRODUCTOS NO UTILIZ.;1;ASUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;64.99;43210000;;;-100000;1;0.000;;;
133;SCANNER GENIUS VIVID - 4X USB 220V;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;48.00;43210000;;;-100000;1;0.000;;;
135;SUPRESOR DE PICOS OMEGA BEIGE CHICO 493317;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.30;43210000;;;-100000;1;0.000;;;
136;SUPRESOR DE PICOS OMEGA NEGRO 493319BK GRANDE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;13;OMEGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;4.30;43210000;;;-100000;1;0.000;;;
137;SWITCH DLINK 08 PORT 1008D 220V 10/100;PRODUCTO;2;PRODUCTOS NO UTILIZ.;17;DLINK;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;16.00;43210000;;;-100000;1;0.000;;;
138;SWITCH DLINK 16 PORT DES-1016D 10/100  220V;PRODUCTO;2;PRODUCTOS NO UTILIZ.;17;DLINK;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;41.00;43210000;;;-100000;1;0.000;;;
139;TARJ. FIREWIRE PCI 1394A 3P;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;13.99;43210000;;;-100000;1;0.000;;;
140;TARJ. PUERTO PARALELO PCI;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;15.00;43210000;;;-100000;1;0.000;;;
141;TARJ. RED DLINK PCI DFE-530TX 10/100 WOL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;17;DLINK;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;7.80;43210000;;;-100000;1;0.000;;;
142;TARJ. RED ENCORE PCI 10/100 FAST CAJA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;10;ENCORE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.80;43210000;;;-100000;1;0.000;;;
143;TARJ. SONIDO ENCORE PCI 4CH CRYSTAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;10;ENCORE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.00;43210000;;;-100000;1;0.000;;;
144;TARJ. SONIDO PCI 4CH FLASH;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;11.00;43210000;;;-100000;1;0.000;;;
145;TARJ. FAX MODEM PCI 56K V92 INTEL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;18;INTEL;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;8.00;43210000;;;-100000;1;0.000;;;
