id;nombre;nombre_tipo_articulo;id_familia;nombre_familia;id_marca;nombre_marca;moneda;nombre_moneda;tipo_igv;nombre_tipo_igv;nombre_unidad_medida;valor_compra_base;valor_venta_base;codigo_sunat;descripcion;especificacion_tecnica;stock_minimo;anio_garantia;stock_actual_empresa;formula;editar;eliminar
6669;CABLE HDMI 1.8MTS 4K AUDIO/VIDEO;PRODUCTO;3;CABLE;0;;12;SOLES;14;GRAVADO;UNIDAD;11.80;12.00;43210000;;;-100000;1;0.000;;;
6670;CAPTURADOR ENCORE ENMVG-2 USB 2.0 DE AUDIO Y VIDEO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;1.000;;;
6671;ANTENA OMNI 15DBI TC-LINK 5.8GHZ;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;62.00;43210000;;;-100000;1;0.000;;;
6672;BATERIA HP 14.4V 4400MAH/63WH;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;12;SOLES;14;GRAVADO;UNIDAD;11.80;249.99;43210000;;;-100000;1;0.000;;;
6673;COOLER NOTE DEEPCOOL  N1 BLANCO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;19.00;43210000;;;-100000;1;0.000;;;
6674;COOLER NOTE DEEPCOOL N17 COLORES;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;13.99;43210000;;;-100000;1;0.000;;;
6675;COOLER NOTE DEEPCOOL N17 ROJO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;15.00;43210000;;;-100000;1;0.000;;;
6676;TONER XEROX PHASER 3100 BLACK HIGH;PRODUCTO;2;PRODUCTOS NO UTILIZ.;49;XEROX;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;173.00;43210000;;;-100000;1;0.000;;;
6677;RACK FIJO PARA PROYECTOR;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;12;SOLES;14;GRAVADO;UNIDAD;11.80;295.00;43210000;;;-100000;1;0.000;;;
6678;PROCE AMD A10-5800K 3.8GHZ SOCKET FM2 QUAD CORE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;28;AMD;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;131.99;43210000;;;-100000;1;0.000;;;
6679;ROUTER TP-LINK INALAMBRICO N 150M USB TL-WR702N;PRODUCTO;2;PRODUCTOS NO UTILIZ.;68;TP LINK;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;1.000;;;
6680;TARJ VIDEO NVIDIA GIGABYTE GTX650TI  2GB DDR5;PRODUCTO;2;PRODUCTOS NO UTILIZ.;120;GIGABYTE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;174.00;43210000;;;-100000;1;0.000;;;
6681;PLACA ASUS  INTEL P8B75-MLX V/S/L DDR3;PRODUCTO;2;PRODUCTOS NO UTILIZ.;1;ASUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;76.99;43210000;;;-100000;1;0.000;;;
6683;CASE PARA MIKROTIK RB450/RB450G  METAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;17.99;43210000;;;-100000;1;0.000;;;
6684;CARGADOR TOSHIBA 15V 5A;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;12;SOLES;14;GRAVADO;UNIDAD;11.80;75.00;43210000;;;-100000;1;1.000;;;
6685;CARGADOR HP 19V 4.74A BALA GARANTIA 3MESES;PRODUCTO;22;CARGADOR;11;HP;12;SOLES;14;GRAVADO;UNIDAD;11.80;48.00;43210000;;;-100000;1;20.000;;;
6686;CARGADOR HP 19V 1.58A GARANTIA 3MESES;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;12;SOLES;14;GRAVADO;UNIDAD;11.80;27.00;43210000;;;-100000;1;0.000;;;
6687;CARGADOR LITEON MINI 19V 1.58A;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;12;SOLES;14;GRAVADO;UNIDAD;11.80;74.00;43210000;;;-100000;1;1.000;;;
6688;IMPRESORA CANON MULTIF PIXMA MG5310 IMPRESI¢N SOBRE CD / DVD;PRODUCTO;2;PRODUCTOS NO UTILIZ.;23;CANON;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;145.00;43210000;;;-100000;1;0.000;;;
6689;PLACA INTEL DX79SR LGA 2011 DDR3;PRODUCTO;2;PRODUCTOS NO UTILIZ.;18;INTEL;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;425.00;43210000;;;-100000;1;0.000;;;
6690;PLACA GIGABYTE AMD GA-F2A85X-UP4 FM2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;120;GIGABYTE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;162.00;43210000;;;-100000;1;3.000;;;
6691;TARJ VIDEO ASUS NVIDIA GEFORCE GTX 660TI 2 GB GDDR5 192-BIT;PRODUCTO;2;PRODUCTOS NO UTILIZ.;1;ASUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;444.00;43210000;;;-100000;1;0.000;;;
6692;LAMPARA EPSON ELPLP41 LAMP P S5/S6/77/78/260 V13H010L41;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;225.00;43210000;;;-100000;1;0.000;;;
6693;ANTIVIRUS NOD32 5PC V5;PRODUCTO;2;PRODUCTOS NO UTILIZ.;95;ESET;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;60.00;43210000;;;-100000;1;0.000;;;
6694;"TV LED SAMSUNG 50"" UN50ES6100GXPE 1920X1080 HDMI3 USB3";PRODUCTO;2;PRODUCTOS NO UTILIZ.;5;SAMSUNG;12;SOLES;14;GRAVADO;UNIDAD;11.80;4300.00;43210000;;;-100000;1;0.000;;;
6695;RACK FIJO PWM-055K;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6696;LECTOR CODIGO DE BARRAS ARGOX AS-3810;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6697;UPS APC BACK BE500R-PH 500VA 300 220V;PRODUCTO;2;PRODUCTOS NO UTILIZ.;83;APC;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;56.00;43210000;;;-100000;1;0.000;;;
6698;PC HP COMPAQ PRO 6300  SFF I5-3470 4GB 500GB SO W7 PRO64B;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;12;SOLES;14;GRAVADO;UNIDAD;11.80;2600.00;43210000;;;-100000;1;0.000;;;
6699;TARJ VIDEO XFX ATI RADEON HD 7770 1GB DDR5;PRODUCTO;2;PRODUCTOS NO UTILIZ.;20;XFX;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;180.00;43210000;;;-100000;1;0.000;;;
6700;CARGADOR SAMSUNG MINI LAPTOP 19V 2.1A;PRODUCTO;22;CARGADOR;5;SAMSUNG;12;SOLES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;5.000;;;
6701;CASE HALION TORNADO MT461 SATA +P8 300W REAL CARD READER;PRODUCTO;2;PRODUCTOS NO UTILIZ.;15;HALION;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;37.00;43210000;;;-100000;1;0.000;;;
6702;ANTENA OMNI 9DBI ENCORE 2.4 ENAT-OD9;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;11.00;43210000;;;-100000;1;0.000;;;
6703;WIFISKY WIRELESS BLACK KING 2000MWC ANTENA 10DBI;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;35.00;43210000;;;-100000;1;0.000;;;
6704;PLACA ASUS AMD M5A78L-M LX PLUS AM3+;PRODUCTO;2;PRODUCTOS NO UTILIZ.;1;ASUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;57.01;43210000;;;-100000;1;0.000;;;
6705;MONITOR LG LED E2051T-BN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;127.00;43210000;;;-100000;1;0.000;;;
6706;IMPRESORA EPSON L350 MULTIFUNCIONAL;PRODUCTO;2;PRODUCTOS NO UTILIZ.;67;EPSON;12;SOLES;14;GRAVADO;UNIDAD;11.80;652.00;43210000;;;-100000;1;0.000;;;
6707;MEMORIA USB 8GB SANDISK CRUZER BLADE BLUE/BLANCO SDCZ36E-008G-B35B;PRODUCTO;2;PRODUCTOS NO UTILIZ.;31;SANDISK;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;3.30;43210000;;;-100000;1;0.000;;;
6708;MOUSE WIRELESS M317 NATURE LOGITECH;PRODUCTO;2;PRODUCTOS NO UTILIZ.;4;LOGITECH;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;19.00;43210000;;;-100000;1;0.000;;;
6709;TONER SAMSUNG CLT-M407S, COLOR MAGENTA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;5;SAMSUNG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;53.01;43210000;;;-100000;1;0.000;;;
6710;CARGADOR DELL 19.5V 3.34A EXAGONAL;PRODUCTO;22;CARGADOR;0;;12;SOLES;14;GRAVADO;UNIDAD;11.80;42.00;43210000;;;-100000;1;0.000;;;
6711;MEMORIA DDR3 8GB 1333 KINGSTON;PRODUCTO;2;PRODUCTOS NO UTILIZ.;46;KINGSTON;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;84.00;43210000;;;-100000;1;2.000;;;
6712;DA¤ADOOOO CASE SLIM HALION MIRAGE TC803 NEGRO/ROJO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;2;GENERICO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;29.00;43210000;;;-100000;1;0.000;;;
6713;MEMORIA SODIMM DDR3 8GB 1333 KIINGSTON;PRODUCTO;19;MEMORIAS;46;KINGSTON;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;78.00;43210000;;;-100000;1;0.000;;;
6714;TARJ VIDEO ASUS HD 6450 OC 1GB  DDR3;PRODUCTO;2;PRODUCTOS NO UTILIZ.;1;ASUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;54.00;43210000;;;-100000;1;0.000;;;
6715;TONER COMPATIBLE HP 78A (100G);PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;12;SOLES;14;GRAVADO;UNIDAD;11.80;125.00;43210000;;;-100000;1;0.000;;;
6716;TONER COMPATIBLE HP Q2612A  ULTRA PREMIUN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;12;SOLES;14;GRAVADO;UNIDAD;11.80;30.00;43210000;;;-100000;1;0.000;;;
6717;TONER COMPATIBLE HP 1102 W NEGRO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;12;SOLES;14;GRAVADO;UNIDAD;11.80;125.00;43210000;;;-100000;1;0.000;;;
6719;PLACA GIGABYTE AMD F2A75M-D3H FM2 S/V/R;PRODUCTO;2;PRODUCTOS NO UTILIZ.;120;GIGABYTE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;99.00;43210000;;;-100000;1;0.000;;;
6720;PLACA GIGABYTE AMD A75M-DS2 S/V/L DDR3;PRODUCTO;2;PRODUCTOS NO UTILIZ.;120;GIGABYTE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;82.00;43210000;;;-100000;1;0.000;;;
6721;IMPRESORA HP DESKJET INK ADVANTAGE 3525;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;115.00;43210000;;;-100000;1;0.000;;;
6722;TINTA CANON CL-211XL MP 480/240 COLOR;PRODUCTO;8;TINTA;23;CANON;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;26.00;43210000;;;-100000;1;2.000;;;
6723;TINTA CANON PG-210XL MP 480/240 NEGRO;PRODUCTO;8;TINTA;23;CANON;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;17.00;43210000;;;-100000;1;0.000;;;
6724;TINTA HP 10 500/2000C/1700/2230 C4841A CIAN;PRODUCTO;8;TINTA;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6725;TINTA HP 10 500/2000C/1700/2230 C4842A YELLOW;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6726;TINTA HP 10 500/2000C/1700/2230 C4843A MAGENTA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6727;TONER PARA FOTOCOPIADORA  KM-2030;PRODUCTO;2;PRODUCTOS NO UTILIZ.;114;KYOCERA;12;SOLES;14;GRAVADO;UNIDAD;11.80;315.00;43210000;;;-100000;1;0.000;;;
6728;CASE SLIM ALTRON BLACK MICROATX;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6729;PC COMPAQ PRES CQ2732LA PDCG630T 4GB 500GB W7HB64BITS;PRODUCTO;2;PRODUCTOS NO UTILIZ.;108;COMPAQ;12;SOLES;14;GRAVADO;UNIDAD;11.80;1100.00;43210000;;;-100000;1;0.000;;;
6730;LAPTOP TOSHIBA SP4212TL A8 750GB 6GB W7;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;679.00;43210000;;;-100000;1;0.000;;;
6731;"MONITOR 19"" COMPAQ S1922A";PRODUCTO;77;MONITOR;108;COMPAQ;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;80.00;43210000;;;-100000;1;0.000;;;
6732;CARGADOR HP 19V 4.74A AGUJA GARANTIA 3 MESES;PRODUCTO;22;CARGADOR;0;;12;SOLES;14;GRAVADO;UNIDAD;11.80;46.00;43210000;;;-100000;1;0.000;;;
6733;CARGADOR LENOVO   20V 3.25A  PUNTA NEGRO;PRODUCTO;22;CARGADOR;0;;12;SOLES;14;GRAVADO;UNIDAD;20.00;21.20;43210000;;;-100000;1;6.000;;;
6734;UPS APC SMART-UPS RT 6000VA/4200W 230V SURT6000XLI;PRODUCTO;2;PRODUCTOS NO UTILIZ.;83;APC;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;2375.00;43210000;;;-100000;1;0.000;;;
6735;D-LINK SMART SWITCH 48-PUERTOS 10/100 + 2 PUERTOS10/10/1000 + 2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;414.99;43210000;;;-100000;1;0.000;;;
6736;UPS APC SMART-UPS RT 2000VA/SURT2000XLI 230V;PRODUCTO;2;PRODUCTOS NO UTILIZ.;83;APC;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;819.00;43210000;;;-100000;1;0.000;;;
6737;"LAPTOP HP PAVILION G4-2055LA I5 8GB/750GB 14""";PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;687.00;43210000;;;-100000;1;0.000;;;
6738;IMPRESORA HP DESKJET 4615 INK ADVANTAGE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;97.00;43210000;;;-100000;1;0.000;;;
6739;"MONITOR TV LG LED M2380A  23""";PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;269.00;43210000;;;-100000;1;0.000;;;
6740;"LAPTOP LENOVO THINKPAD E530 CI5-2520M 4GB/500GB FREEDOS 15""";PRODUCTO;2;PRODUCTOS NO UTILIZ.;137;LENOVO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;546.00;43210000;;;-100000;1;0.000;;;
6741;MEMORIA USB 32GB HP FLASH DRIVE V195B;PRODUCTO;19;MEMORIAS;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.40;43210000;;;-100000;1;0.000;;;
6742;CARGADOR LITEON 19V 3.42A;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;12;SOLES;14;GRAVADO;UNIDAD;11.80;63.00;43210000;;;-100000;1;0.000;;;
6743;TARJ VIDEO GEFORCE 3GB GTX560TI  DDR5 NVIDIA EVGA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;62;EVGA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;310.00;43210000;;;-100000;1;0.000;;;
6744;"MONITOR HP TV LA2405WG 24"" LCD 1920 X 1200";PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;549.00;43210000;;;-100000;1;0.000;;;
6745;FOTOCOPIADORA MULTIFUNCIONAL A COLOR TASKALFA 205C KYOCERA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1850.00;43210000;;;-100000;1;0.000;;;
6746;TARJ VIDEO GIGABYTE GTX670 VGA 2GB DDR5;PRODUCTO;2;PRODUCTOS NO UTILIZ.;120;GIGABYTE;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;532.99;43210000;;;-100000;1;0.000;;;
6747;IMPRESORA CANON M INKJET MG6210;PRODUCTO;2;PRODUCTOS NO UTILIZ.;23;CANON;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;181.00;43210000;;;-100000;1;0.000;;;
6748;MEMORIA DDR3 4GB 1866 CORSAIR VEN BLAKC;PRODUCTO;2;PRODUCTOS NO UTILIZ.;89;CORSAIR;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;45.01;43210000;;;-100000;1;0.000;;;
6749;"LAPTOP TOSHIBA QOSMIO SP7201SL I7-3610QM 17HD 8GB/1TB W7 17.3""";PRODUCTO;2;PRODUCTOS NO UTILIZ.;76;TOSHIBA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1749.00;43210000;;;-100000;1;0.000;;;
6750;CELULAR BLACKBERRY CURVE 9320 1526  REV71UW;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;12;SOLES;14;GRAVADO;UNIDAD;11.80;760.00;43210000;;;-100000;1;0.000;;;
6751;CELULAR SAMSUNG GALAXY SIII;PRODUCTO;86;CELULAR;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;807.00;43210000;;;-100000;1;0.000;;;
6752;PLACA ASUS INTEL Z77-M S/V/L;PRODUCTO;2;PRODUCTOS NO UTILIZ.;1;ASUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;133.00;43210000;;;-100000;1;0.000;;;
6753;TONER KYOCERA  TK-130 / FS1300;PRODUCTO;2;PRODUCTOS NO UTILIZ.;114;KYOCERA;12;SOLES;14;GRAVADO;UNIDAD;11.80;255.00;43210000;;;-100000;1;0.000;;;
6754;CAMARA KIT SONY HDR-PJ200/B+MENORIA 4GB+MALE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;589.00;43210000;;;-100000;1;0.000;;;
6755;EBEAM EDGE EDUCATION USB PIZARRA INTERACTIVA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1685.00;43210000;;;-100000;1;0.000;;;
6756;MOUSE WIRELESS 56US TARGUS;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;13.99;43210000;;;-100000;1;0.000;;;
6757;PROTECTOR TARGUS SCREEN FOR IPAD2;PRODUCTO;2;PRODUCTOS NO UTILIZ.;93;TARGUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.90;43210000;;;-100000;1;0.000;;;
6758;MOUSE RAZER ABYSSUS MIRROR BLACK RZ01-00360500- R3M1 USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;41.00;43210000;;;-100000;1;0.000;;;
6759;MOUSE RAZER SPECTRE RZ01-00430100-R3U1 SILVER USB;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;60.00;43210000;;;-100000;1;0.000;;;
6760;IMPRESORA LASER KYOCERA FS-1370DN;PRODUCTO;2;PRODUCTOS NO UTILIZ.;114;KYOCERA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;348.01;43210000;;;-100000;1;1.000;;;
6761;CASE RAIDMAX BLADE SIN FUENTE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;186;RAIDMAX;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;66.00;43210000;;;-100000;1;0.000;;;
6762;CASE RAIDMAX HELIOS DC SIN FUENTE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;186;RAIDMAX;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;81.00;43210000;;;-100000;1;0.000;;;
6763;CASE RAIDMAX SEIRAN BLACK SIN FUENTE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;186;RAIDMAX;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;98.00;43210000;;;-100000;1;0.000;;;
6764;KIT TECLADO + MOUSE LOGITECH WIRELESS MK240;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;26.00;43210000;;;-100000;1;0.000;;;
6765;HUB USB TARGUS ACH111US MOBILE  BLACK;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.00;43210000;;;-100000;1;0.000;;;
6766;KIT TECLADO + MOUSE LOGITECH WIRELESS MK270;PRODUCTO;87;TECLADO + MOUSE;4;LOGITECH;13;DÓLARES;14;GRAVADO;UNIDAD;24.60;26.08;43210000;;;-100000;1;17.000;;;
6767;TECLADO GENIUS KB-110X PS2 BLACK;PRODUCTO;2;PRODUCTOS NO UTILIZ.;3;GENIUS;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.90;43210000;;;-100000;1;1.000;;;
6768;MOUSE WIRELESS M317 DARK SILVER 910-003244 LOGITECH;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;22.00;43210000;;;-100000;1;0.000;;;
6769;HUB ACH114US USB 2.0 TARGUS 4 PORT;PRODUCTO;56;HUB;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;6.50;43210000;;;-100000;1;0.000;;;
6770;MOUSE LOGITECH WIRELESS M317 PINK PN 910-003247;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;22.00;43210000;;;-100000;1;0.000;;;
6771;AUDIFONO GENIUS HS-05A C/MICROFONO;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;11.00;43210000;;;-100000;1;0.000;;;
6772;AUDIFONO C/MICROFONO GENIUS HS-400A GREEN 31710169100;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.10;43210000;;;-100000;1;0.000;;;
6773;APTADOR USB FILE TRANSFER NPEN ENUFTA-PC;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;15.00;43210000;;;-100000;1;0.000;;;
6774;PARL CREATIVE INSPIRE A120 BLACK;PRODUCTO;10;PARLANTE;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;21.00;43210000;;;-100000;1;0.000;;;
6775;AUDIFONO C/MICROFONO GENIUS HS-500X BLACK;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;9.00;43210000;;;-100000;1;0.000;;;
6776;"COOLER NOTE DEEPCOOL N1 15.6"" COLORES";PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;13.99;43210000;;;-100000;1;0.000;;;
6777;TABLET THINKPAD AMR CORTEX 64GB 1GB ANDROID 3.1;PRODUCTO;2;PRODUCTOS NO UTILIZ.;137;LENOVO;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;365.00;43210000;;;-100000;1;0.000;;;
6778;MINI MOUSE HALION DLM-110 USB APPLE VERDE;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;5.50;43210000;;;-100000;1;0.000;;;
6779;LECTOR CODIGO DE BARRAS USB S-KLH-3800;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;58.00;43210000;;;-100000;1;0.000;;;
6780;CONMUTADOR S-PC-0944 DE 1-VGA A 2-VGA;PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;28.00;43210000;;;-100000;1;0.000;;;
6781;IMPRESORA HP LASERJET MULTIF PRO 400MFP M425DN CF286A;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;470.01;43210000;;;-100000;1;0.000;;;
6782;TONER HP 80A CF280A LASERJET NEGRO;PRODUCTO;16;TONER;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;387.08;43210000;;;-100000;1;0.000;;;
6783;DISCO SOLIDO SSD HP 240G 3K ENDURANCES3 KIT;PRODUCTO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;291.00;43210000;;;-100000;1;0.000;;;
6784;"MONITOR 27"" LG IPS277L LED 1920 X 1080 VGA / HDMI.";PRODUCTO;2;PRODUCTOS NO UTILIZ.;8;LG;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;385.00;43210000;;;-100000;1;0.000;;;
6785;SERVICIO DE LIMPIEZA IMPRESORA KYOCERA KM1280;SERVICIO;2;PRODUCTOS NO UTILIZ.;114;KYOCERA;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6786;SERVICIO DE LIMPIEZA IMPRESORA HP LASER P1006;SERVICIO;2;PRODUCTOS NO UTILIZ.;11;HP;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1.00;43210000;;;-100000;1;0.000;;;
6787;"LAPTOP TOSHIBA SP3347L I5-3320M 4GB/640GB W7 15.6""";PRODUCTO;2;PRODUCTOS NO UTILIZ.;0;;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;1238.00;43210000;;;-100000;1;0.000;;;
6788;MEMORIA SODIMM DDR3 4GB 1600 KINGSTON 1333  HYPX  XMP;PRODUCTO;2;PRODUCTOS NO UTILIZ.;46;KINGSTON;13;DÓLARES;14;GRAVADO;UNIDAD;11.80;47.00;43210000;;;-100000;1;0.000;;;
